reg_code,reg_name,oktmo,address,message_id,message_date,message_category,message_title,message_body,message_pre_answer,message_answer,message_respondent,votes_up,votes_down,message_vote,latitude,longitude
35,Республика Крым,35000000,"Республика Крым, Симферополь, Киевский район",2429,20181218,Качество дорожного покрытия,Отсутствует дорожное полотно,Начиная от поворота с проспекта Победы и до конечной остановки в дачном массиве Белое-4 дорожное полотно отсутствует или находится в абсолютно неудовлетворительном состоянии  создавая огромные неудобства местному населению и существенно увеличивая риск ДТП.,,"Касательно производства ремонтных работ/устройства асфальтобетонного покрытия участков улично-дорожной сети дороги проезда прт. Победы – направление движения п. Айкаван Симферопольского района (координаты - 44.996668  34.168532) сообщаем  что в территориальном ведении администрации города Симферополя (границы города) находится только участок прт. Победы – ул. Таврическая Симферопольского района (0+475 м.).Большой процент дорог муниципального образования городской округ Симферополь Республики Крым требует проведения строительно-монтажных работ и/или ремонтных работ капитального характера  что требует значительных финансовых затрат  в связи с чем объемы ремонтных работ планируются в пределах фактически выделенных бюджетных ассигнований.По результатам обследования (визуально) участков улично-дорожной сети проезда прт. Победы – направление движения п. Айкаван Симферопольского района (координаты - 44.996668  34.168532) установлена необходимость замены/устройства дорожного полотна  исправления продольного профиля  устройство подстилающих слоев  омоноличивания и установки бортовых камней  устройства тротуара с учетом уклона местности.   В соответствии с Приказом Министерства транспорта РФ от 16 ноября 2012 № 402 «Классификация работ по капитальному ремонту  ремонту и содержанию автомобильных дорог»  реализация данных мероприятий требует проведения работ капитального характера. Необходима разработка проектно-сметной документации  прохождение государственной экспертизы на данный объект.  Муниципальным бюджетом и дорожным фондом на  2019 г. средства на реализацию данных мероприятий на указанном участке УДС не предусмотрены.",Министерство транспорта Республики Крым,6,0,negative,44.998876,34.165459
75,Челябинская область,75000000,"Челябинск, улица Братьев Кашириных",2424,20181218,Пешеходная инфраструктура,Отсутствуют камеры контроля проезда светофоров,Каждый день я перехожу дорогу по пути в свой университет  это довольно людное место  тут ходят толпы студентов. Проблема в том  что на остановке чаще всего скапливается большое количество маршрутных такси  которые  кроме того  занимают ещё и сам пешеходный переход. Ввиду того  что эти маршрутные такси ограничивают обзор дороги  я не могу адекватно оценить ситуацию на дороге. Но самое опасное в этой ситуации - это то  что отсутствие каких-либо камер  не мешает водителям игнорировать красный сигнал светофора и нарушать скоростной режим. Таким образом  когда загорается зелёный сигнал светофора  я  выходя из-за маршрутного такси  могу попасть под колеса несущейся на красный свет машины. Такая ситуация происходит со мной практически каждый день. Я не хочу подвергать свою жизнь опасности и прошу установить камеры на данном перекрёстке.,,,,3,0,,55.178583,61.348969
66,Смоленская область,66000000,"Смоленск, улица Тенишевой, 4",2426,20181218,Качество дорожного покрытия,Невозможность эксплуатации дороги во дворе между домами ул. Тенишевой  4а и ул. Тенишевой  4,"Прошу отреагировать на данное обращение и устранить отсутствие дороги  «покрытие» не соответствует требованиям ГОСТа 50597-93 ни по одному из пунктов (повреждения  отсутствие сцепных качеств). Движение по данному участку небезопасно как для автомобилей в первую очередь  так и для пешеходов (передвижение с коляской невозможно). Расположение – дорога во дворе между жилыми домами по адресу: г. Смоленск  ул. Тенишевой  4а (вдоль ворот) и ул. Тенишевой  4. Передвигаться по дороге небезопасно в любой период года  зимой это стало практически невозможно. Подъезд транспорта специального назначения (например  скорая помощь) к домам также невозможен. Внедорожник передвигается с большим трудом.Согласно п. 13 Основных положений ""По допуску транспортных средств к эксплуатации и обязанности должностных лиц по обеспечению безопасности дорожного движения"": ""Должностные и иные лица  ответственные за состояние дорог и других дорожных сооружений  обязаны: содержать дороги  железнодорожные переезды и другие дорожные сооружения в безопасном для движения состоянии...""Состояние дороги нарушает  как минимум  право на безопасность передвижения по автодорогам (ст. 1  ст. 3 Закона «О безопасности дорожного движения»).",,,,0,0,,54.776529,32.052662
65,Свердловская область,65000000,"Свердловская область, Екатеринбург, микрорайон ЖБИ, улица Сыромолотова",2425,20181218,Пешеходная инфраструктура,Необходимо обезопасить пешеходный переход (оснащенный светофором) напротив дома по адресу: ул. Сыромолотова  15.,Здравствуйте. Вечером в субботу  15.12 (примерно около 18.00 вечера) начала переход на зеленый сигнал светофора с двумя детьми  убедившись  что все машины остановились. Но  внезапно  на скорости вылетел легковой автомобиль тёмного цвета и чуть не задел меня и детей. Пролетел не сбавляя скорость. К сожалению  из-за того  что я была сильно шокирована  я не разглядела ни марку  ни  тем более  номер. На этом участке неоднократно сбивало машинами людей. Только среди моих знакомых сбило двоих. И я ни раз видела ещё сбитых здесь людей. Я очень прошу обезопасить эту дорогу  т. к. по ней  ходят в школу дети. На их пути и 45 гимназия  и 157 школа. Необходимо что-то уже предпринять: установить или лежачие полицейские или поставить туда камеры (это помогло бы таким как я опознать машину  пролетевшую на запрещенный сигнал светофора  здесь это не редкость). Светофор находится напротив домов по адресу: Сыромолотова  15  перед трамвайной остановкой.,,"Ваша инициатива рассмотрена. В соответствии с Федеральным законом от 08 ноября 2007 года № 257-ФЗ «Об автомобильных дорогах и о дорожной деятельности в Российской Федерации и о внесении изменений в отдельные законодательные акты Российской Федерации»  автомобильные дороги в границах городского округа являются автомобильными дорогами местного значения.Согласно ст. 16 Федерального закона от 06.10.2003 № 131-ФЗ «Об общих принципах организации местного самоуправления в Российской Федерации»  дорожная деятельность в отношении автомобильных дорог местного значения в границах городского округа и обеспечение безопасности дорожного движения на них  включая создание и обеспечение функционирования парковок (парковочных мест)  осуществление муниципального контроля за сохранностью автомобильных дорог местного значения в границах городского округа  а также осуществление иных полномочий в области использования автомобильных дорог и осуществления дорожной деятельности в соответствии с законодательством Российской Федерации относится к полномочиям органов местного самоуправления. Учитывая вышеуказанные нормы федерального законодательства  для решения вопроса  изложенного в инициативе Вам необходимо обратиться в Администрацию города Екатеринбурга по адресу: 620014  Екатеринбург  пр. Ленина  24а. Телефон круглосуточного приема обращений граждан: +7 (343) 253-88-44  Факс: +7 (343) 371-80-37. Электронный адрес: glava@ekadm.ru.",Отдел развития электронного правительства Департамента информатизации и связи Свердловской области,0,0,,56.835096,60.686381
45,Москва,45000000,"Москва, Проектируемый проезд № 2169",2430,20181218,Пешеходная инфраструктура,Огромная просьба установить ограждение пешеходной зоны,"Огромная просьба установить ограждение пешеходной зоны перед домом 19  корп. 2 по улице Куусинена со стороны Проектируемого проезда № 2169. Перед МФЦ устроили парковку и пройти днём там практически невозможно  но теперь там ещё устроили сквозной проезд. Многие водители  объезжая светофор на пересечении Проектируемого проезда № 2169 и ул. Куусинена  просто выезжают на тротуар  объезжают светофор и выезжают на ул. Куусинена за магазином ""Магнит"".  На знак 5.33 ""Пешеходная зона"" никто не обращает внимания. Передвигаться по тротуару стало очень опасно  постоянно приходится уварачиваться от машин. По данному тротуару проходит маршрут из ДК ВОС (идут слабовидящие люди)  там же переход в парк ""Берёзовая роща"" (идут пожилые люди  родители с детьми)  рядом МФЦ. Установить сплошное ограждение из-за пешеходного перехода не возможно  но хотелось бы хоть как-то обезопасить пешеходов (установить столбики  небольшие бетонные ограждения).",,"Согласно п.9.9 Правил дорожного движения допускается движение машин дорожно-эксплуатационных и коммунальных служб  а также подъезд по кратчайшему пути транспортных средств  подвозящих грузы к торговым и другим предприятиям и объектам  расположенным непосредственно у обочин  тротуаров или пешеходных дорожек  при отсутствии других возможностей подъезда.Уборка и содержание рассматриваемого тротуара осуществляется механизированным способом в соответствии с требованиями регламентных документов. Установка заградительных приспособлений создаст препятствия для содержания рассматриваемого объекта.Учитывая изложенное  обустройство ограждений  препятствующих заезду транспортных средств на тротуар  не представляется возможным.Согласно ст.12.19 КоАП РФ нарушение правил остановки или стоянки транспортных средств является правонарушением  влекущим наложение на совершивших его лиц взысканий.Ст.23.3 КоАП РФ установлено  что ведение дел по таким административным правонарушениям осуществляется органами внутренних дел (полиция) и государственной инспекцией безопасности дорожного движения.ОБ ДПС ГИБДД УВД по САО ГУ МВД России по г.Москве проинформирован о необходимости усиления контроля за соблюдением участниками дорожного движения требований ПДД на рассматриваемом участке.",Правительство Москвы,0,0,,55.787017,37.508831
75,Челябинская область,75000000,"Челябинская область, Магнитогорск, улица Труда",2427,20181218,Пешеходная инфраструктура,Отсутствует пешеходный переход и тротуар,Построен новый жилой комплекс  для перехода дороги пешеходы вынуждены нарушать ПДД  так как нет ни пешеходного перехода  ни тротуара.,,,,0,0,,53.36502,58.972584
36,Самарская область,36000000,"Самара, улица Александра Матросова",2428,20181218,Деятельность органов власти в сфере безопасности дорожного движения,Елки,Из-за ёлок плохо просматривается перекрёсток.,,,,0,0,,53.218481,50.233836
45,Москва,45000000,"Москва, улица Барклая, 5к2",2421,20181217,Пешеходная инфраструктура,Нужен пешеходный переход и освещение,Пешеходный наземный переход со стороны ТЦ «Горбушкин двор» через улицу Барклая имеется  пешеход переходит дорогу  спускается по лестинице вниз  где ему нужно перейти ещё одну улицу с автомобильным движением  но здесь пешеходного перехода нет  до ближайшего нужно идти пешком либо направо  либо налево больше 100 метров. Из-за этого пешеходы перебегают дорогу в неположенном месте «напрямки»  где короче. В этом месте отсутствует освещение  пешеходов  переходящих дорогу  очень плохо видно. Крайне «неприятное» и опасное место для всех участников движения. Прошу сделать в этом месте пешеходный переход и установить дополнительное освещение  чтобы не создавалось аварийных ситуаций.,,"По информации Государственного казенного учреждения города Москвы «Центр организации дорожного движения Правительства Москвы» (далее - ГКУ ЦОДД) в соответствии с Протоколом совещания у Мэра Москвы от 02.11.2015 «О реализации Государственной программы города Москвы «Развитие транспортной системы» осуществляется разработка и реализация второго этапа Комплексной системы организации дорожного движения (КСОДД) от Третьего транспортного кольца  до Московской кольцевой автодороги. КСОДД является документом по организации дорожного движения в городе Москве. Представляет собой решение по развитию организации движения: расстановку дорожных знаков  размещение пешеходных переходов  искусственных неровностей  парковочных мест  заездных карманов  светофоров  остановок общественного транспорта  количество полос для движения на улично-дорожной сети в городе Москве. Улица Барклая включена в разработку второго этапа КСОДД. КСОДД предусмотрена организация нерегулируемого пешеходного перехода по указанным адресным ориентирам.Ориентировочный срок реализации второго этапа КСОДД на данном объекте улично-дорожной сети 2019 и последующие годы.",Правительство Москвы,1,0,,55.739139,37.504061
40,Санкт-Петербург,40000000,"Санкт-Петербург, проспект Ветеранов",2415,20181217,Деятельность органов власти в сфере безопасности дорожного движения,Установка камер на перекрестке,В связи с ремонтом моста и ограничением движения уплотняется поток машин  образуются пробки на перекрестке пр. Маршала Жукова и пр. Ветеранов. Пробки  главным образом  образуются со стороны Авангардной улицы ввиду несоблюдения правил участниками движения - выездом и остановкой машин на перекрестке при повороте на пр. Жукова  что перекрывает движение по пр. Ветеранов со стороны Авангардной ул. На этом участке очень плотное движение общественного транспорта  другой возможности доехать до станции метро просто не существует. Миновать этот короткий отрезок дороги по утрам возможно лишь спустя 30 минут в лучшем случае. Во избежание таких нарушений и затрудненности движения необходимы камеры и продуманная логистическая схема для движения по пр. Ветеранов  как интервальной регулировки светофорами  камер слежения  так и подземных переходов  которые бы облегчили жизнь всем участникам движения.,,,,1,0,,59.832995,30.191407
65,Свердловская область,65000000,"Свердловская область, Екатеринбург, улица Щербакова",2416,20181217,Деятельность органов власти в сфере безопасности дорожного движения,Прошу установить камеру ,"Добрый день. На перекрестке Щербакова - Самолетная 4 полосы для движения (только налево  две прямо и только направо). Водители  двигаясь из полосы с отметкой направления ""только налево""  то есть на ул. Самолетную  проезжают прямо  не желая стоять в пробке с другими ответственными участниками движения. Они создают ужасные помехи добросовестным водителям  из-за чего затор на дороге на этом участке только увеличивается. Если бы стояла камера  фиксирующая данное нарушение  наверное желающих схитрить было бы гораздо меньше.",,"Ваша инициатива рассмотрена. В соответствии с Федеральным законом от 08 ноября 2007 года № 257-ФЗ «Об автомобильных дорогах и о дорожной деятельности в Российской Федерации и о внесении изменений в отдельные законодательные акты Российской Федерации»  автомобильные дороги в границах городского округа являются автомобильными дорогами местного значения.Согласно ст. 16 Федерального закона от 06.10.2003 № 131-ФЗ «Об общих принципах организации местного самоуправления в Российской Федерации»  дорожная деятельность в отношении автомобильных дорог местного значения в границах городского округа и обеспечение безопасности дорожного движения на них  включая создание и обеспечение функционирования парковок (парковочных мест)  осуществление муниципального контроля за сохранностью автомобильных дорог местного значения в границах городского округа  а также осуществление иных полномочий в области использования автомобильных дорог и осуществления дорожной деятельности в соответствии с законодательством Российской Федерации относится к полномочиям органов местного самоуправления. Учитывая вышеуказанные нормы федерального законодательства  для решения вопроса  изложенного в инициативе Вам необходимо обратиться в Администрацию города Екатеринбурга по адресу: 620014  Екатеринбург  пр. Ленина  24а. Телефон круглосуточного приема обращений граждан: +7 (343) 253-88-44  Факс: +7 (343) 371-80-37. Электронный адрес: glava@ekadm.ru.",Отдел развития электронного правительства Департамента информатизации и связи Свердловской области,0,0,,56.778741,60.658892
45,Москва,45000000,"Москва, Ленинский проспект",2419,20181217,Дорожные знаки и светофоры,Сокращение интервала переключения светофора,"Прошу рассмотреть возможность сокращения интервала переключения светофора в районе дома по адресу: Ленинский проспект  д. 67 - 69 (основная дорога). На данный момент в вечернее время светофор работает в режиме пропускания автотранспорта по 10 - 15 минут и пешеходы  стоящие на морозе  вынуждены перебегать улицу на красный свет. При этом автомобили все равно стоят в пробке  упирающейся в Ломоносовский проспект  поэтому более частый ""красный"" для авто вряд ли снизит скорость движения автотранспорта. При этом это существенно улучшит качество жизни для пешеходов. Спасибо.",,"Светофорные объекты  расположенные на Ленинском проспекте включены в систему координированного управления дорожным движением. Приоритет отдается наиболее загруженному направлению  движению транспорта по Ленинскому проспекту.Дополнительно информируем  что в соответствии с п.66 Приказа МВД России от 23.08.2017 N 664 «Об утверждении Административного регламента исполнения Министерством внутренних дел Российской Федерации государственной функции по осуществлению федерального государственного надзора за соблюдением участниками дорожного движения требований законодательства Российской Федерации в области безопасности дорожного движения» сотрудники Госавтоинспекции применяют меры к обеспечению безопасного и беспрепятственного проезда автомобилей специального назначения.Также сообщаем  что перекрытие движения по Ленинскому проспекту осуществляется сотрудниками Госавтоинспекции в ручном режиме в соответствии с Федеральным законом №57 от 27.05.1996г. «О государственной охране»  в котором дается право на проведение подобных охранных мероприятий в местах постоянного и временного пребывания объектов государственной охраны.Изменения в режимах работы указанных светофорных объектов могут происходить при их переводе в режим ручного управления сотрудниками Госавтоинспекции при проведении специальных мероприятий.",Правительство Москвы,0,0,,55.68263,37.537137
08,Хабаровский край,08000000,"Хабаровск, Посадочная улица, 31",2414,20181217,Дорожная разметка,О разметке автодороги,"В связи с реконструкцией Матвеевского шоссе была нанесена разметка  запрещающая поворот налево  на улицу Посадочная  г. Хабаровск со стороны города и в районе Хабаровского аэропорта. По улице Посадочной находиться база ОМТС ФГБУ ""Дальневосточного УГМС"" - при доставке оборудования  технического имущества  продуктов питания и других материалов отсутствие поворота налево создает большие трудности при доставке транспортом нашей организации и наемным большегрузным транспортом других организаций. На улице Посадочной расположены наши подразделения: автохозяйство  база снабжения  аэрологическая станция  ремонтно-восстановительная партия. В связи с этим хотелось бы рассмотрения этого вопроса об изменении разметки.",,,,0,0,,48.522997,135.160086
46,Московская область,46000000,"Московская область, Солнечногорский район, сельское поселение Кутузовское, деревня Подолино, Солнечная улица",2423,20181217,Деятельность органов власти в сфере безопасности дорожного движения,Регулярные нарушения правил дорожного движения,"С 15.12.2018 года изменена организация дорожного движения на ул. Солнечная в ЖК Велтон Парк в д. Подолино. Улица Солнечная теперь имеет одностороннее движение  но многие автолюбители нарушают это правило и выезжают под запрещающий знак ""Кирпич"".Т. к. улица очень узкая и допускает проезд только в одну машину  то возникают конфликты между автомобилистами.Прошу организовать ее контроль и наказать нарушителей.",,,,0,0,,55.943164,37.262208
45,Москва,45000000,"Москва, проспект Вернадского, 57",2418,20181217,Дорожные знаки и светофоры,Школа,"Здравствуйте!Просим Вас установить знаки рядом со школой 323 - ""осторожно дети"" и поставить знак вдоль забора школы - ""стоянка запрещена""  так как ребёнок или взрослый просто из-за припаркованных вдоль заборы школы машин не видит  едет машина или нет  чтобы перейти дорогу  и ещё нет знака ""лежачий полицейский"" с другой стороны дороги.",,,,0,0,,55.672169,37.504762
40,Санкт-Петербург,40000000,"Санкт-Петербург, улица Маршала Казакова",2417,20181217,Деятельность органов власти в сфере безопасности дорожного движения,Необходима камера для фиксации нарушений ПДД,На улице Маршала Казакова есть выделенная линия для трамваев  отделенная забором от проезжей части. Ежедневно по утрам на участке от ул. Котина до пр. Маршала Жукова на данную полосу выезжают автомобили  чтобы объехать пробку. Кроме того  что покрытие там не предназначено для передвижения автомобилей  так ещё и данные автомобили мешают нормальному движению трамваев и создают аварийные ситуации  обгоняя трамваи по встречным трамвайным путям. Кроме того на перекресток с пр. Маршала Жукова они выскакивают с трамвайных путей  откуда кроме трамваев никто не должен выезжать. Прошу рассмотреть возможность установки камеры видеонаблюдения на данном участке дороги для фиксации данного грубого нарушения ПДД и принятия соответствующих мер для нарушителей.,,,,0,0,,59.860658,30.204181
89,Республика Мордовия,89000000,"Республика Мордовия, Саранск, Красная улица, 21",2422,20181217,Пешеходная инфраструктура,Просим сделать пешеходный переход на ул. Старопосадской у остановок общественного транспорта,На ул. Старопосадской  г. Саранск у остановок общественного транспорта с одной стороны Герцена и гостиницы Адмирал нет пешеходного перехода - зебры. На этом участке дороги оживленное движение и очень проблемно бывает переходить дорогу от остановок. А до светофоров на ул. Республиканская и Саранская очень далеко обходить.,,,,0,0,,54.178844,45.193415
46,Московская область,46000000,"Московская область, Ленинский район, Видное, бульвар Зелёные Аллеи, 6",2413,20181216,Деятельность органов власти в сфере безопасности дорожного движения,Ограничить движение большегрузного автотранспорта по придомовой территории,"Придомовая территория дома № 6  ЖК ""Зеленые аллеи"" в г. Видное  Московской области активно используется спецтехникой застройщика МИЦ. Круглосуточно под окнами проезжают большегрузные автомобили  которые ежедневно застревают в узких придомовых проездах.Для подъезда к домам № 6 - 10 ЖК используется только ОДНА дорога  постоянно перегороженная большегрузами застройщика...Вообще на сегодняшний день микрорайон ""Зеленые аллеи"" оказался отрезанным от цивилизации: общественного транспорта нет  дорог нет  почты нет. Строительство выезда из ЖК на трассу М4 ""Дон""  запланированное на 2017 - 2019 гг  не начато. Администрация г. Видное утверждает  что дороги на территории ЖК технические  в собственности и ведении застройщика. Так и живет более 3000 человек на острове  в заложниках у компании МИЦ. А стройка продолжается...Выход: обязать администрацию города принять на баланс дороги в ЖК  обязать застройщика организовать движение спецтехники по дорогам  не заходящим во дворы уже заселенных домов. Запретить строительство в ЖК новых домов  пока количество и качество подъездных дорог не будут соответствовать законодательно утвержденным нормам.",,,,1,0,,55.559018,37.700316
65,Свердловская область,65000000,"Свердловская область, Екатеринбург, Орджоникидзевский район, улица Новаторов",2412,20181216,Дорожные знаки и светофоры,Необходим светофор,"Прошу установитьна нерегулируемом перекрестке ул. Новаторов - ул. Ломоносова светофор или пешеходныйпереход. Перекресток не имеет четких границ у магазина «Пятерочка»  обзордороги закрыт из-за парковки. Пешеходам невозможно перейти дорогу  надо ждать 5 мин. чтобы перейти перекресток к садику и к магазину. Много детей школьного возрастапереходят перекресток самостоятельно  некоторых даже не видно из-за стоящихмашин.",,"Ваша инициатива рассмотрена. В соответствии с Федеральным законом от 08 ноября 2007 года № 257-ФЗ «Об автомобильных дорогах и о дорожной деятельности в Российской Федерации и о внесении изменений в отдельные законодательные акты Российской Федерации»  автомобильные дороги в границах городского округа являются автомобильными дорогами местного значения.Согласно ст. 16 Федерального закона от 06.10.2003 № 131-ФЗ «Об общих принципах организации местного самоуправления в Российской Федерации»  дорожная деятельность в отношении автомобильных дорог местного значения в границах городского округа и обеспечение безопасности дорожного движения на них  включая создание и обеспечение функционирования парковок (парковочных мест)  осуществление муниципального контроля за сохранностью автомобильных дорог местного значения в границах городского округа  а также осуществление иных полномочий в области использования автомобильных дорог и осуществления дорожной деятельности в соответствии с законодательством Российской Федерации относится к полномочиям органов местного самоуправления. Учитывая вышеуказанные нормы федерального законодательства  для решения вопроса  изложенного в инициативе Вам необходимо обратиться в Администрацию города Екатеринбурга по адресу: 620014  Екатеринбург  пр. Ленина  24а. Телефон круглосуточного приема обращений граждан: +7 (343) 253-88-44  Факс: +7 (343) 371-80-37. Электронный адрес: glava@ekadm.ru.",Отдел развития электронного правительства Департамента информатизации и связи Свердловской области,0,0,,56.908247,60.600879
41,Ленинградская область,41000000,"Ленинградская область, Всеволожский район, посёлок Мурино, проспект Авиаторов Балтики",2411,20181215,Дорожные знаки и светофоры,Отсутствует светофор ,На пересечении улиц бульвар Менделеева и проспект Авиаторов Балтики всегда очень большой поток людей. Есть зебра. Но поток людей такой огромный  что машинам очень сложно проехать  образуются пробки. Автомобилисты не могут нормально выехать из своих дворов в город. Необходимо данный пешеходный переход оборудовать светофором с кнопкой.,,,,2,0,,60.057164,30.44254
45,Москва,45000000,"Москва, Западный административный округ, район Тропарёво-Никулино",2410,20181215,Дорожные знаки и светофоры,Запрет на остановку на дороге за Институтом проблем механики РАН,"Прошу вас установить знак ""Остановка запрещена"" с табличкой ""Эвакуатор"" и наладить регулярное патрулирование с целью эвакуации автотранспортных средств  не соблюдающих действие знака.Зона действия знака: вся правая сторона дороги (если следовать от пр-та Вернадского наверх по дороге в сторону адреса пр-т Вернадского  д. 105  к. 4) за Институтом проблем механики РАН.Плюс вся правая сторона дороги от шлагбаума  относящегося к адресу пр-т Вернадского  д. 105  к. 4  до адреса пр-т Вернадского  д. 101  к. 8.Причина: в рабочие часы с 8:00 до 20:00 обе стороны дороги заставлены автомобилями  что делает практически невозможным проезд автомобилей  так как нет возможности разъехаться встречным потокам автомобилей (попросту некуда отъехать  чтобы пропустить встречный поток). Особенно это страшно  когда не может проехать карета скорой помощи  спешащая к больному.",,"По вопросу организации дорожного движения на проезде дворовой территории по уточненным адресным ориентирам: проспект Вернадского  д. 101  сообщаю.В соответствии с данными информационной системы Реестра единых объектов недвижимости города Москвы (ИС РЕОН) и публичной кадастровой картой указанный проезд не входит в состав улично-дорожной сети города Москвы  а относится к объектам внутреннего благоустройства.Подъездные пути на дворовой территории указанного дома со стороны жилого микрорайона выполнены в соответствии с проектом застройки микрорайона и требованиями п.2.9 СНиП 2.07.01 89 «Градостроительство. Планировка и застройка городских и сельских поселений». Изменение схемы движения транспорта на дворовой территории не предусмотрено.По информации Государственного казенного учреждения города Москвы «Центр организации дорожного движения Правительства Москвы» установка дорожных знаков осуществляется в соответствии с ГОСТ Р 52289 2004 «Технические средства организации дорожного движения  Правила применения дорожных знаков  разметки  светофоров  дорожных ограждений и направляющих устройств» и Правилами дорожного движения Российской Федерации (далее - ПДД РФ) на улично-дорожной сети. Внутридворовые  внутриквартальные  пожарные проезды к этой категории не относятся.По информации Московской административной дорожной инспекции знаки  запрещающие парковку  установленные на территории  не являющейся УДС  не имеют смысловой нагрузки  т.к. автомобилисты не всегда соблюдают их требования. Администрирование после установки запрещающего дорожного знака на указанной территории обеспечено не будет.В случаях дорожно-транспортного происшествия  эвакуации автомобиля  обжалования решения по делу об административном правонарушении  предусмотренном ч.3 ст.12.14 КоАП РФ  от судов  МАДИ  ГКУ ЦОДД  ГИБДД  в Префектуру могут поступать соответствующие запросы о предоставлении схемы дислокации технических средств организации дорожного движения  информации о сроках установки и основания применения на той или иной территории. Вместе с тем вопросы изменения дорожного движения на дворовой территории  внутридворовых  внутриквартальных проездах могут решаться жителями заинтересованных дома (домов) на общем собрании жителей.В этой связи необходимо решение собственников помещений в многоквартирном доме (домах) об изменении дорожного движения на дворовой территории  которое принимается жителями дома (домов) на общем собрании.В решении общего собрания указываются сведения о лице  уполномоченном на представление интересов собственников помещений в многоквартирном доме (далее - уполномоченное собственниками лицо). Решение общего собрания собственников помещений в многоквартирном доме с приложением проекта изменения дорожного движения на дворовой территории  направляется уполномоченным собственниками лицом для согласования в Совет депутатов муниципального округа. Схема организации дорожного движения на дворовой территории (с учетом движения велосипедистов  пешеходов)  разработанная за счет жителей дома (домов) в соответствии с ПДД РФ и ГОСТ Р 52289 2004 специализированной организацией  представляется на рассмотрение и согласование управу района города Москвы и Государственное бюджетное учреждение города Москвы «Жилищник района» для внесения изменений в паспорт благоустройства дворовой территории.Учитывая вышеизложенное  вопрос организации дорожного движения на дворовой территории может быть принят ГБУ «Жилищник района» в работу после внесения изменений в паспорт дворовой территории и утверждения финансирования на выполнение работ Советом депутатов Муниципального округа. Рассмотренная и согласованная указанными организациями схема организации дорожного движения на дворовой территории доводится до сведения всех жителей дома (домов). Информация о схеме движения по дворовой территории устанавливается на въездах-выездах на дворовую территорию.",Правительство Москвы,1,0,,55.660318,37.468488
46,Московская область,46000000,"Московская область, Красногорск, Подмосковный бульвар, 14",2406,20181214,Дорожные знаки и светофоры,Изменение режима светофора,Прошу произвести работы по изменению режима светофора  а именно увеличить фазу проезда а/м в сторону павшинской поймы с эстакады по Красногорскому бульвару  при этом увеличив фазу ожидания пешеходов и а/м выезжающих с подмосковного бульвара в период С 14/00 до 22/00  с целью увеличения пропускной способности дороги в указанный период  это позволит избежать ежедневной пробки  которая образуется от данного светофора до мкада.,,,,57,1,,55.822999,37.37518
75,Челябинская область,75000000,"Челябинск, Ленинский район, улица Гагарина, 51",2408,20181214,Пешеходная инфраструктура,Срочно необходим пешеходный переход,На этом участке дороги участились случаи смертельных ДТП с участием пешеходов  переходящих дорогу в неположенном месте. Всё потому  что до перехода от остановки далеко  и он вообще в другой стороне. Остановку перенесли несколько лет назад  а переход на ней вообще закрыли  так как он был близок к другому переходу.,,,,1,0,,55.119327,61.435701
08,Хабаровский край,08000000,"Хабаровск, Сунгарийская улица",2404,20181214,Деятельность органов власти в сфере безопасности дорожного движения,Расширение участка,При движении автотранспорта в сторону проспекта 60-летия Октября  из-за поворота на ул. Сунгарийская  в час пик организуется огромная пробка. Просто необходимо расширение дорожного полотна.,,,,0,0,,48.397976,135.124953
46,Московская область,46000000,"Московская область, Солнечногорский район, сельское поселение Лунёвское, деревня Мышецкое, Лесная улица",2407,20181214,Деятельность органов власти в сфере безопасности дорожного движения,Безхозная дорога по улица Лесная в деревне Мышецкое  Солнечногорского района  Московской области ,"На протяжении более20 лет дорога общего пользования улицаЛесная в деревне Мышецкое  Солнечногорского района  Московской области не благоустроена: не чистится от снега и наледи  отсутствуют линии наружного освещения  дорога не ремонтируется  на ней отсутствует дорожное полотно(асфальтобетонное покрытие)  на дороге ямы  не обеспечивается безопасность дорожного движения  а также пешеходов  в т. ч. детей. С 2017 года жители д.Мышецкое неоднократно обращались в Администрацию сельскогопоселения Луневскоес просьбой о строительстве и ремонте дороги  очистке от снега  организацииуличного освещения по улице Лесная. На все обращенияполучен категорический отказ. Администрация сельского поселения Луневское бездействует и не принимает меры по включению бесхозной дороги по ул. Лесная  д. Мышецкое в реестр муниципальнойсобственности  по строительству дороги и очистке ее от снега. Бездействие Администрации муниципальногообразования сельского поселения Луневское влечет невозможность не только обеспечения сохранности дорог  но и обеспечения безопасности жизни и здоровья участников дорожного движения  что являетсянарушением прав граждан в области безопасности дорожного движения (ФЗ «Обезопасности дорожного движения» от 10 декабря 1995 года № 196-ФЗ).В связи сосложившейся ситуацией  просим:1.  принять меры по оформлению земельного участка наул. Лесная  д. Мышецкое под дорогу 2. принять меры повключению бесхозной дороги ул. Лесная  д. Мышецкое в состав реестрамуниципальной собственности 3. включить в бюджет2019 г. статью расходов на оформление дороги ул. Лесная 4. организовать уличноеосвещение на ул. Лесная 5. обеспечить очисткууказанной дороги от снега.",,,,0,0,,56.035089,37.345392
08,Хабаровский край,08000000,"Хабаровский край, Хабаровский район, село Тополево, Дачная улица",2401,20181214,Дорожные знаки и светофоры,Изменение разметки,На перекрестке разрешить поворот направо установкой дополнительной секции светофора.,,,,0,0,,48.500101,135.183739
